index;nome_produto;categoria;nome_produto_processed;categoria_encoded;pred_encode;categoria_pred
8901;PETIT FOUR GOIABADA KG;IOGURTE;petit four goiabada kg;155;102;DOCE MASSA
14713;SALADA+QUINOA E CHIA V.F 90G;SALADA;salada+quinoa e chia vf 90 g;267;272;SAUDÁVEL
17915;REPOLHO VDE ORG CULTIVAR 400G-BJ;VERDURAS;repolho vde org cultivar 400 g-bj;309;309;VERDURAS
11094;BORRACHA NEDO CLOCK 4,5LI 16 .;MATERIAL ESCOLAR;borracha nedo clock 45 li 16 ;195;195;MATERIAL ESCOLAR
11612;MOLHO GONZALO SALSA CRIOLLA VD 230G;MOLHO PARA SALADA;molho gonzalo salsa criolla vd 230 g;208;206;MOLHO DE TOMATE
9619;TOMATE CEREJA VERDE VIDA ORG BJ 350G;LEGUMES;tomate cereja verde vida org bj 350 g;166;166;LEGUMES
15021;GERGELIM SIAMAR 200G;SAUDÁVEL;gergelim siamar 200 g;272;272;SAUDÁVEL
13301;PURIF AR AERO GLADE OCEAN OASIS 360ML;PURIFICADOR DE AR;purif ar aero glade ocean oasis 360 ml;246;246;PURIFICADOR DE AR
2961;CHICLE PLUTONITA CABECA ABOBORA UN;BOMBONIERE;chicle plutonita cabeca abobora un;46;46;BOMBONIERE
12679;PERFUME AB KING OF SEDUCTION EDT 100ML;PERFUMAÇÃO;perfume ab king of seduction edt 100 ml;230;230;PERFUMAÇÃO
5597;CR CAB KOLENE ORIGINAL 1KG-PT;CREME DE PENTEAR;cr cab kolene original 1 kg-pt;85;86;CREME PARA TRATAMENTO
3175;BONECA HELLO KITTY PASCOA;BRINQUEDOS MENINAS;boneca hello kitty pascoa;50;50;BRINQUEDOS MENINAS
6906;ESC DENT BAS ORAL B CLASSIC;ESCOVA DENTAL ADULTO;esc dent bas oral b classic;112;112;ESCOVA DENTAL ADULTO
11035;MAC DIVELLA LINGUINE N14 500G;MASSA SECA;mac divella linguine n14 500 g;193;193;MASSA SECA
17594;FILTRO PERMANENTE COAMIL;UTENSÍLIOS PARA CAFÉ;filtro permanente coamil;304;304;UTENSÍLIOS PARA CAFÉ
17580;GARRAFA VIP 660ml PLASUTIL;UTENSÍLIOS PARA CAFÉ;garrafa vip 660 ml plasutil;304;300;UTENSÍLIOS DE PLÁSTICO
10108;RODO BETTANIN VAI VEM 40CM;LIMPEZA;rodo bettanin vai vem 40 cm;177;177;LIMPEZA
2112;ACAI FROOTY ORIGINAL PT 100ML;AÇAÍ;acai frooty original pct 100 ml;37;37;AÇAÍ
3080;ALCATRA DA MAMIN BOV MONTANA(BIFE)(P) KG;BOVINO RESFRIADO;alcatra da mamin bov montanabifep kg;48;48;BOVINO RESFRIADO
14639;SAL HIMALAYA COLLECTA GROSSO PT 1KG;SAL;sal himalaya collecta grosso pct 1 kg;266;266;SAL
9898;LEITE LONGA VIDA COOPER RITA 1L INT .;LEITE UHT;leite longa vida cooper rita 1 l int ;171;171;LEITE UHT
448;PEITORAL HAPPY AU TRIANG AZ/CZ N2;ACESSÓRIOS PET;peitoral happy au triang azcz n2;7;7;ACESSÓRIOS PET
13023;PRESUNTO PARMA VITO BALDUCCI FAT 100G;PRESUNTO;presunto parma vito balducci fat 100 g;242;242;PRESUNTO
17511;CONJ JARRA E COPOS CISPER C 7, FRUTAS;UTENSÍLIOS DE VIDRO;conj jarra e copos cisper 7 frutas;303;303;UTENSÍLIOS DE VIDRO
9162;VASO NUTRIPLAN TERRACOTA PLAST N1;JARDINAGEM PLANTAR;vaso nutriplan terracota plast n1;157;157;JARDINAGEM PLANTAR
3713;SANDALIA CARTAGO SIENA GASPEA PT 42;CALÇADO ADULTO;sandalia cartago siena gaspea pct 42;56;56;CALÇADO ADULTO
7506;MIST PAO MAE TERRA MANDIOQUINHA ORG 300G;FARINÁCEO;mist pao mae terra mandioquinha org 300 g;124;124;FARINÁCEO
17049;CJ POTE SANREMO VAC F LV4 PG3 SR365/7;UTENSÍLIOS DE PLÁSTICO;cj pote sanremo vac f lv4 pg3 sr3657;300;300;UTENSÍLIOS DE PLÁSTICO
14014;REFRIGERANTE FANTA GUARANA PET 200ML;REFRIGERANTES;refrigerante fanta guarana pet 200 ml;253;253;REFRIGERANTES
10804;RAVIOLI JOSELITO 400G;MASSA FRESCA;ravioli joselito 400 g;191;191;MASSA FRESCA
11896;CESTO ORGANIZADOR 22L SANREMO SR 1722/2;ORGANIZADOR;cesto organizador 22 l sanremo sr 17222;215;215;ORGANIZADOR
11498;MOLHO PIMENTA DE CABRON 266ML-VD SRIRACHA;MOLHO DE PIMENTA;molho pimenta de cabron 266 ml-vd sriracha;205;205;MOLHO DE PIMENTA
14375;SAB LIQ FRANCIS FRESIAS AFRICA 250ML;SABONETE LÍQUIDO;sab liq francis fresias africa 250 ml;261;261;SABONETE LÍQUIDO
5084;COND ALTA MODA HAIR REPAIR 300ML;CONDICIONADOR;cond alta moda hair repair 300 ml;77;77;CONDICIONADOR
1161;ARROZ RARIS QUINUA EM GRAOS 200G;ARROZ;arroz raris quinua em graos 200 g;22;22;ARROZ
392;ESCOVA MARCO BONI MADEIRA 7662T;ACESSÓRIOS PARA CABELO;escova marco boni madeira 7662t;6;6;ACESSÓRIOS PARA CABELO
1878;SOBRECOXA FGO RESF.KAJORY BD.KG;AVE RESFRIADA;sobrecoxa fgo resfkajory bdkg;33;33;AVE RESFRIADA
16218;TEMP FRANGO DELICIATA 50G;TEMPERO;temp frango deliciata 50 g;288;288;TEMPERO
2191;JG TOALHA ACASA B SENSACAO 2PCS RX 640;BANHO;jg toalha acasa b sensacao 2pcs rx 640;39;39;BANHO
6754;ENERGETICO FUSION PET 1L;ENERGÉTICO;energetico fusion pet 1 l;108;108;ENERGÉTICO
13742;QUEIJO BUFULA B-DESTINO 380G ZERO LACT C/CEREJA;QUEIJO;queijo bufula b-destino 380 g zero lact com cereja;250;250;QUEIJO
14633;SAL PREZUNIC REFINADO 1KG;SAL;sal prezunic refinado 1 kg;266;266;SAL
7642;FIO DENTAL BITUFO CLASS SM 50M;FIO/FITA DENTAL;fio dental bitufo class sm 50m;129;129;FIO/FITA DENTAL
8150;MACA GALA SALUTE ORGANICA C/4 600G;FRUTAS;maca gala salute organica com 4 600 g;137;137;FRUTAS
1028;ANTIS BUCAL COLGATE PLAX S/ALCOOL 500ML PG350ML;ANTISSÉPTICO BUCAL ADULTO;antis bucal colgate plax sem alcool 500 ml pg350ml;18;18;ANTISSÉPTICO BUCAL ADULTO
7289;COIFA CADENCE 90 GOURMET I VI 220 CFA391;EXAUSTORES;coifa cadence 90 gourmet i vi 220 cfa391;122;122;EXAUSTORES
9495;LAVA ROUPA LIQ CASA E CARINHO L2 PG1,8ML;LAVA ROUPA LÍQUIDO;lava roupa liq casa e carinho l2 pg18 ml;164;164;LAVA ROUPA LÍQUIDO
2431;BEB SOJA ADES ORIG ZERO C/CALCIO TP 1L;BEBIDA A BASE DE SOJA;beb soja ades orig zero com calcio tp 1 l;42;42;BEBIDA A BASE DE SOJA
7267;CORANTE REGINA P/BOLO 10ML VERMELHO;ESSÊNCIA/CORANTE;corante regina para bolo 10 ml vermelho;121;23;ARTIGOS PARA FESTAS
11011;MAC RESERVA MUNDI 300G FUSILLI TRAD QUINOA;MASSA SECA;mac reserva mundi 300 g fusilli trad quinoa;193;193;MASSA SECA
10309;LINGUICA SAUDALI PERNIL ALHO kg;LINGUIÇA;linguica saudali pernil alho kg;181;181;LINGUIÇA
14443;SAB LIQ LUX BUQUE SONHOS 250ML;SABONETE LÍQUIDO;sab liq lux buque sonhos 250 ml;261;261;SABONETE LÍQUIDO
12631;POSTA PIRAMUTABA JEAN VELEIRO 1kg;PEIXE RESFRIADO;posta piramutaba jean veleiro 1 kg;228;228;PEIXE RESFRIADO
9441;LAVA ROUPA LIQ BRILHANTE BRILHO ATIVO DOYPACK 1L;LAVA ROUPA LÍQUIDO;lava roupa liq brilhante brilho ativo doypack 1 l;164;164;LAVA ROUPA LÍQUIDO
13052;MINI PROC KITCHENAID 800ML VM 127 KJA03A;PROCESSADOR DE ALIMENTOS;mini proc kitchenaid 800 ml vm 127 kja03a;243;243;PROCESSADOR DE ALIMENTOS
4373;Grill Lenoxx Panini Retangular 850W - Antiaderente;CHAPAS/GRELHAS ELETRICAS;grill lenoxx panini retangular 850w - antiaderente;65;65;CHAPAS/GRELHAS ELETRICAS
11010;MAC SEMOLA DON SAPORE 500G PC PADRE NOSSO;MASSA SECA;mac semola don sapore 500 g pc padre nosso;193;193;MASSA SECA
3106;COSTELA S/OSSO ACEM BOV FRIBOI RES KG;BOVINO RESFRIADO;costela sem osso acem bov friboi res kg;48;48;BOVINO RESFRIADO
2128;ACAI FROOTY MORANGO CONG.2LT;AÇAÍ;acai frooty morango cong2 lt;37;37;AÇAÍ
10455;LUVA SPONTEX MULTIUSO G AMAR PCT C/1PAR;LUVA;luva spontex multiuso g amar pct com 1par;185;185;LUVA
4484;CHA FRUTAS NUTRICHA FRUTAS MELISSA C STEVIA 15G;CHÁ;cha frutas nutricha frutas melissa stevia 15 g;67;67;CHÁ
16119;CARCACA SUINA RESFRIADA kg PE;SUÍNO RESFRIADO;carcaca suina resfriada kg pe;284;284;SUÍNO RESFRIADO
4939;COLONIA GIOVANNA BABY KIT 50ML+OLEO HID 100 ROSA;COLÔNIA INFANTIL;colonia giovanna baby kit 50 ml+oleo hid 100 rosa;75;75;COLÔNIA INFANTIL
1684;PROAUTO ODORIZANTE GEL 60g MORANGO;AUTOMOTIVO ODORIZADOR;proauto odorizante gel 60 g morango;30;30;AUTOMOTIVO ODORIZADOR
6250;DES ROLL TABU 50ML;DESODORANTE FEMININO;des roll tabu 50 ml;98;98;DESODORANTE FEMININO
4742;T.NATUCOR KIT 8.3 LOURO CL.DO;COLORAÇÃO FEMININA;tnatucor kit 83 louro cldo;74;74;COLORAÇÃO FEMININA
5043;HOSSOMAKI PRIMAVERA KANI 210G;COMIDA ORIENTAL;hossomaki primavera kani 210 g;76;76;COMIDA ORIENTAL
4848;T.PROVITAL KIT 100 LOU.EX.CL;COLORAÇÃO FEMININA;tprovital kit 100 louexcl;74;74;COLORAÇÃO FEMININA
594;SACO ALGODAO ALVEJ BOMPANO 43X65 .;ALGODÃO;saco algodao alvej bompano 43x65 ;10;220;PANOS/FLANELAS
5269;CONDIC INF ANJINHO KIDS CACHEADOS 220ML;CONDICIONADOR INFANTIL;condic inf anjinho kids cacheados 220 ml;78;78;CONDICIONADOR INFANTIL
12870;LIMPA INOX AERO 300ml DOM LINE;POLIDOR;limpa inox aero 300 ml dom line;235;174;LIMPA VIDROS
4493;CHA NATURAL LIFE CAVALINHA 60G;CHÁ;cha natural life cavalinha 60 g;67;67;CHÁ
15155;OLEO COCO SHOW EX VIRG 200ML-VD;SAUDÁVEL;oleo coco show ex virg 200 ml-vd;272;272;SAUDÁVEL
3142;BOLA EVA NA REDE UND, PALMEIRAS;BRINQUEDOS ESPORTES;bola eva na rede und palmeiras;49;49;BRINQUEDOS ESPORTES
17414;PRATO FUNDO 21x21cm OXFORD GB02 2459;UTENSÍLIOS DE VIDRO;prato fundo 21x21 cm oxford gb02 2459;303;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
13034;PRES REZENDE S/GORD BJ KG;PRESUNTO;pres rezende sem gord bj kg;242;242;PRESUNTO
17760;RUCULA HIDROHORTA UND;VERDURAS;rucula hidrohorta und;309;309;VERDURAS
13424;PAO SUICO KG;PÃES;pao suico kg;247;247;PÃES
13149;KIT BODY FRASESABABY MC 6/9M BC;PUERICULTURA;kit body frasesababy mc 69m bc;245;245;PUERICULTURA
6202;DESINFETANTE 2L SUPREMA PINHO;DESINFETANTE;desinfetante 2 l suprema pinho;97;97;DESINFETANTE
13223;PURIF AR BOM AR CLICK FRESH RF 12ML;PURIFICADOR DE AR;purif ar bom ar click fresh rf 12 ml;246;246;PURIFICADOR DE AR
6830;ERVA MATE CRIOULA MENTA/LIMAO 500G;ERVA MATE/CEVADA;erva mate crioula mentalimao 500 g;110;110;ERVA MATE/CEVADA
14739;SALAMINHO REZENDE KG;SALAME;salaminho rezende kg;268;268;SALAME
4207;CERV KAISER LAGER LT 269ML;CERVEJA;cerv kaiser lager lt 269 ml;63;63;CERVEJA
17266;PRATO ACASA KADEN N 26CM AZ 22110N1;UTENSÍLIOS DE PORCELANA/CERÂMICA;prato acasa kaden 26 cm az 22110n1;301;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
122;CABIDE PRIMAFER PENDURA LEVE6 PAGUE5 PRETO;ACESSÓRIOS DE LAVANDERIA;cabide primafer pendura leve6 pague5 preto;2;2;ACESSÓRIOS DE LAVANDERIA
15240;SH SEDA LOIRO RADIANTE 350ML;SHAMPOO;sh seda loiro radiante 350 ml;273;273;SHAMPOO
15239;SHAMPOO IL SALONE BRILHO/VITALIDAD 500ML;SHAMPOO;shampoo il salone brilhovitalidad 500 ml;273;273;SHAMPOO
16969;POTE PLASUTIL MODULINE ANTIBAC 2L 2300;UTENSÍLIOS DE PLÁSTICO;pote plasutil moduline antibac 2 l 2300;300;300;UTENSÍLIOS DE PLÁSTICO
12531;ATUM BOM APETIT 170G LT SOLIDO EM OLEO;PEIXE EM CONSERVA;atum bom apetit 170 g lt solido em oleo;227;227;PEIXE EM CONSERVA
13630;QUEIJO PRATO SADIA SOLTISSIMO FAT200G;QUEIJO;queijo prato sadia soltissimo fat200 g;250;250;QUEIJO
11020;MAC OVOS VILMA 500G-PC NINHO N3;MASSA SECA;mac ovos vilma 500 g-pc ninho n3;193;193;MASSA SECA
13142;MAMADEIRA FIONA SILIC 240ML 820630 AZUL;PUERICULTURA;mamadeira fiona silic 240 ml 820630 azul;245;245;PUERICULTURA
4714;COGUMELO CHAMPIGNON HEMMER 200G;COGUMELO;cogumelo champignon hemmer 200 g;72;72;COGUMELO
8257;GELEIA B.PRINCIPIO 250G PIMENTA VRM;GELÉIA;geleia bprincipio 250 g pimenta vrm;141;141;GELÉIA
11345;AMERICANO ACASA RED DR KXPD-1537;MESA;americano acasa red dr kxpd-1537;198;198;MESA
3579;SANDALIA HAVAIANAS FLAT VERDE 37/38;CALÇADO ADULTO;sandalia havaianas flat verde 3738;56;56;CALÇADO ADULTO
9943;LICOR AMARETTO VENEZIA 700ML;LICOR;licor amaretto venezia 700 ml;173;173;LICOR
10481;MAIONESE HELLMANNS 160G;MAIONESE;maionese hellmanns 160 g;186;186;MAIONESE
192;Feltro Scotch marrom - quadrado - P - 3M;ACESSÓRIOS DE MANUTENÇÃO;feltro scotch marrom - quadrado - p - 3m;3;3;ACESSÓRIOS DE MANUTENÇÃO
15067;GERGELIM 150g CERRADIM PRETO;SAUDÁVEL;gergelim 150 g cerradim preto;272;272;SAUDÁVEL
2319;BARRA CEREAL WOOHOO FRUTA LIGHT TRAD/COB CHOC 3X28G;BARRA DE CEREAL;barra cereal woohoo fruta light tradcob choc 3x28 g;40;40;BARRA DE CEREAL
4737;TINT PERM MAXTON KIT PRATICO 4.3 CAST DOU;COLORAÇÃO FEMININA;tint perm maxton kit pratico 43 cast dou;74;74;COLORAÇÃO FEMININA
12524;FILE PEIXE COSTA SUL POLAC ALA CONG 800G;PEIXE CONGELADO;file peixe costa sul polac ala cong 800 g;226;226;PEIXE CONGELADO
17460;NADIR COPO CYLINDER LD 300ML RF 7700;UTENSÍLIOS DE VIDRO;nadir copo cylinder ld 300 ml rf 7700;303;303;UTENSÍLIOS DE VIDRO
2815;Alfajor milka blanco 55gr;BOMBONIERE;alfajor milka blanco 55 gr;46;46;BOMBONIERE
1081;APARELHO BARB BOZZANO 2LAM C/2 SPEED;APARELHO DE BARBA;aparelho barb bozzano 2 lam com 2 speed;19;19;APARELHO DE BARBA
8347;MILHO PIPOCA YOKI MEXICO PICANTE 100G;GRÃOS/CEREAIS;milho pipoca yoki mexico picante 100 g;143;143;GRÃOS/CEREAIS
3358;CAFE CAPITAL 500G, TRADICIONAL PURO;CAFÉ;cafe capital 500 g tradicional puro;54;54;CAFÉ
16734;ESPREMEDOR ALHO JJ N DUO 80001VM;UTENSÍLIOS DE INOX/ALUMÍNIO;espremedor alho jj duo 80001vm;296;300;UTENSÍLIOS DE PLÁSTICO
13568;PAO QUEIJO ASSADO LANCHE KG;PÃO DE QUEIJO;pao queijo assado lanche kg;249;249;PÃO DE QUEIJO
1708;LUBRIF SAE 90 SHELL SPIRAX S2 A GL-4 1L;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS;lubrif sae 90 shell spirax s2 a gl-4 1 l;31;31;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS
17951;VINAGRE ROSINA MACA GFA 750ML;VINAGRE;vinagre rosina maca gfa 750 ml;310;310;VINAGRE
6819;ERVA MATE CATANDUVAS PCT 1KG;ERVA MATE/CEVADA;erva mate catanduvas pct 1 kg;110;110;ERVA MATE/CEVADA
13793;REFRESCO TORNADO 20G ABACAXI;REFRESCO EM PÓ;refresco tornado 20 g abacaxi;251;251;REFRESCO EM PÓ
4733;MINI COLOMBA BAUDUCCO GULOSOS 100G;COLOMBA PASCAL;mini colomba bauducco gulosos 100 g;73;73;COLOMBA PASCAL
13503;PAO HAMBURG SL 400G;PÃES;pao hamburg sl 400 g;247;247;PÃES
11028;MASSA ORQUIDEA GRAVATA 500G;MASSA SECA;massa orquidea gravata 500 g;193;193;MASSA SECA
992;AMIDO MILHO FLEISC 200G;AMIDO DE MILHO;amido milho fleisc 200 g;17;17;AMIDO DE MILHO
14264;SABON ANTIB LIFEBUOY AVEIA 90G LV+ PG-;SABONETE BARRA;sabon antib lifebuoy aveia 90 g lv+ pg-;259;259;SABONETE BARRA
1768;AVE FIESTA SEARA TEMP CONG;AVE CONGELADA;ave fiesta seara temp cong;32;32;AVE CONGELADA
6406;DES ROLL GREENWOOD S/PERF A-TRANSP 55ML;DESODORANTE UNISSEX;des roll greenwood sem perf a-transp 55 ml;100;98;DESODORANTE FEMININO
14868;SALGADINHO FABITOS 90GR PRESUNTO;SALGADINHO E APERITIVO;salgadinho fabitos 90 gr presunto;269;269;SALGADINHO E APERITIVO
7626;FILME PVC WYDA 30M;FILME PVC;filme pvc wyda 30m;128;128;FILME PVC
9936;LICOR WHISKY WITCH ON FIRE CANELA 750ML;LICOR;licor whisky witch on fire canela 750 ml;173;313;WHISKY
9612;CEBOLA PERA BRANCA KG;LEGUMES;cebola pera branca kg;166;137;FRUTAS
14035;REMOV ESM ACETONA BEIRA ALTA 240ML;REMOVEDOR;remov esm acetona beira alta 240 ml;254;254;REMOVEDOR
9928;LENCO UMED BABY POPPY C/450 BALDE AZ;LENÇO UMEDECIDO INFANTIL;lenco umed baby poppy com 450 balde az;172;172;LENÇO UMEDECIDO INFANTIL
13027;PRESUNTO NOBRE 0 kg .;PRESUNTO;presunto nobre 0 kg ;242;242;PRESUNTO
3446;CAFE BENTO GRAO 250GR TRAD;CAFÉ;cafe bento grao 250 gr trad;54;54;CAFÉ
10229;DESOD SANIT HARPIC PEDRA MAX MARINE AP 325G;LIMPEZA SANITÁRIA;desod sanit harpic pedra max marine ap 325 g;180;180;LIMPEZA SANITÁRIA
14580;SACO PLAST FREEZER WYDA 5KG-RL 50UN 28X42CM;SACOS;saco plast freezer wyda 5 kg-rl 50 un 28x42 cm;265;265;SACOS
877;CAPA ALMOFADA ACASA B 45X45 BG C/2 19CBE;ALMOFADAS;capa almofada acasa b 45x45 bg com 2 19cbe;14;14;ALMOFADAS
7618;INCOBRAS FILME PVC 28cmx30m;FILME PVC;incobras filme pvc 28 cmx30m;128;128;FILME PVC
5580;CR PENTEAR PANTENE CACHO DEF HID 240G;CREME DE PENTEAR;cr pentear pantene cacho def hid 240 g;85;85;CREME DE PENTEAR
8268;GELEIA RESERVA M 240GR AMORA;GELÉIA;geleia reserva m 240 gr amora;141;141;GELÉIA
4490;CHA LEAO SENSES AMORA/MIRTI/BAUNILHA 30G;CHÁ;cha leao senses amoramirtibaunilha 30 g;67;67;CHÁ
7608;FERRO B&D VAPOR RS 1200W 127V AJ3032;FERRO/PASSADOR DE ROUPA;ferro bd vapor rs 1200w 127v aj3032;127;127;FERRO/PASSADOR DE ROUPA
18415;OLEO DE SOJA 900ml BRASILEIRO 20X1;ÓLEO;oleo de soja 900 ml brasileiro 20x1;319;319;ÓLEO
6245;DES AERO NIVEA HAPPY TIME 150ML;DESODORANTE FEMININO;des aero nivea happy time 150 ml;98;99;DESODORANTE MASCULINO
2848;BALA DE GOMA SABOR MELAO 102G;BOMBONIERE;bala de goma sabor melao 102 g;46;46;BOMBONIERE
7820;FRALDA CAPRICHO SNOOPY PRATICA TAM.P C/60;FRALDA INFANTIL;fralda capricho snoopy pratica tamp com 60;133;133;FRALDA INFANTIL
16322;TEMPERO AVALLON ERVAS FINAS GRINDER 20G;TEMPERO;tempero avallon ervas finas grinder 20 g;288;288;TEMPERO
14830;BATATA PALHA SUPER CROK 100G-PC TRAD;SALGADINHO E APERITIVO;batata palha super crok 100 g-pc trad;269;269;SALGADINHO E APERITIVO
1623;FILTRO AR WEGA JFA257;AUTOMOTIVO FILTROS;filtro ar wega jfa257;28;28;AUTOMOTIVO FILTROS
8683;SHA CAES KENEL FILHOTES 500ML;HIGIENE/LIMPEZA PET SHOP;sha caes kenel filhotes 500 ml;152;152;HIGIENE/LIMPEZA PET SHOP
7005;ESM COLORAMA G-ANTONELLI EFEITO DUVIDO N OLHAR 1UN;ESMALTE;esm colorama g-antonelli efeito duvido olhar 1 un;116;116;ESMALTE
801;RACAO GATO FARO AD CARN/FGO 3KG;ALIMENTO PARA GATOS;racao gato faro ad carnfgo 3 kg;13;13;ALIMENTO PARA GATOS
9491;LAVA ROUPA LIQ TUFF COCO 1L;LAVA ROUPA LÍQUIDO;lava roupa liq tuff coco 1 l;164;164;LAVA ROUPA LÍQUIDO
5650;CREME ELSEVE PENT 250ML, APAGA DANOS;CREME DE PENTEAR;creme elseve pent 250 ml apaga danos;85;85;CREME DE PENTEAR
16512;ATIV CACHO SALON OPUS CAB CACHEADOS 300ML;TRANSFORMAÇÃO CABELOS;ativ cacho salon opus cab cacheados 300 ml;292;292;TRANSFORMAÇÃO CABELOS
14631;SACO LIXO REFORCD BAGLIXO 200L 15UN -RL PTO;SACOS;saco lixo reforcd baglixo 200 l 15 un -rl pto;265;265;SACOS
15220;SH COLORAMA SEIVA CACAU 400ML;SHAMPOO;sh colorama seiva cacau 400 ml;273;273;SHAMPOO
13398;PAO SIRIO INTEGRAL 280G;PÃES;pao sirio integral 280 g;247;247;PÃES
16194;TV LG 86 LED ULTRA HD 4K SM 86UK6520;TELEVISÃO;tv lg 86 led ultra hd 4k sm 86uk6520;287;287;TELEVISÃO
3167;BONECA TATAGARELINHA 45CM;BRINQUEDOS MENINAS;boneca tatagarelinha 45 cm;50;50;BRINQUEDOS MENINAS
12668;PERFUME MARINA ROUGE ROYAL EDP 100ML;PERFUMAÇÃO;perfume marina rouge royal edp 100 ml;230;230;PERFUMAÇÃO
15811;SUCO INTEGRAL PATRULHA CANINA UVA TP 200 ML;SUCO PRONTO/NECTAR;suco integral patrulha canina uva tp 200 ml;281;281;SUCO PRONTO/NECTAR
416;ESCOVA CAB CONDOR JULIANA 6852;ACESSÓRIOS PARA CABELO;escova cab condor juliana 6852;6;6;ACESSÓRIOS PARA CABELO
9359;LANCHE PRONTO HOT POCKET 143G X BURGUER;LANCHE PRONTO;lanche pronto hot pocket 143 g x burguer;161;161;LANCHE PRONTO
7763;FORNO ELET BRASTEMP EMB I 105L GO BOC90B;FORNO ELÉTRICO;forno elet brastemp emb i 105 l go boc90b;132;132;FORNO ELÉTRICO
15092;Quinoa Quinua Branca em Grãos Peruana 500g Wenutri;SAUDÁVEL;quinoa quinua branca em gros peruana 500 g wenutri;272;272;SAUDÁVEL
17552;GARRAFA TERMOLAR MAGIC 8700 PRT;UTENSÍLIOS PARA CAFÉ;garrafa termolar magic 8700 prt;304;304;UTENSÍLIOS PARA CAFÉ
1031;ANTISEPTICO BUCAL 1L ULTRA ACTION MENTA SWISS;ANTISSÉPTICO BUCAL ADULTO;antiseptico bucal 1 l ultra action menta swiss;18;18;ANTISSÉPTICO BUCAL ADULTO
5385;MANJERICAO EMPORIO TEMPEROS 10G;CONDIMENTO NATURAL;manjericao emporio temperos 10 g;79;79;CONDIMENTO NATURAL
10010;LIMP PERF BRILHOLAC FRESH C/ALCOOL RF 500ML;LIMPADOR MULTIUSO;limp perf brilholac fresh com alcool rf 500 ml;176;176;LIMPADOR MULTIUSO
10753;MASSA PIRAQUE LINGUINE GRANDUR 500g;MASSA FRESCA;massa piraque linguine grandur 500 g;191;193;MASSA SECA
10223;DESOD SANIT INOVE JASMIN 35G;LIMPEZA SANITÁRIA;desod sanit inove jasmin 35 g;180;180;LIMPEZA SANITÁRIA
16910;MINI SHAKEIRA PLASUTIL MINNIE 320ML;UTENSÍLIOS DE PLÁSTICO;mini shakeira plasutil minnie 320 ml;300;300;UTENSÍLIOS DE PLÁSTICO
3844;PROTETOR FOX COLCHAO KING 91137;CAMA;protetor fox colchao king 91137;58;58;CAMA
17211;AP JANTAR IMP B 18PCS BG;UTENSÍLIOS DE PORCELANA/CERÂMICA;ap jantar imp b 18pcs bg;301;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
16869;TABUA IMP BAMB PEDRA PTA EC 45CM G16G018;UTENSÍLIOS DE MADEIRA;tabua imp bamb pedra pta ec 45 cm g16 g018;297;297;UTENSÍLIOS DE MADEIRA
14601;SACO LIXO HERCO LIXO P/BANHEIRO UN;SACOS;saco lixo herco lixo para banheiro un;265;265;SACOS
13453;PAO TRIGALE QUINOA E AMARANTO 350G LIGHT;PÃES;pao trigale quinoa e amaranto 350 g light;247;272;SAUDÁVEL
8643;SABON LIQ INTIMO PROCTODERM ANAL 100ML;HIGIENE ÍNTIMA FEMININA;sabon liq intimo proctoderm anal 100 ml;151;151;HIGIENE ÍNTIMA FEMININA
2942;BALA CARAM BUTTER TOFFEES CHOC BRANCO PC 130G;BOMBONIERE;bala caram butter toffees choc branco pc 130 g;46;46;BOMBONIERE
3919;JG CAMA SOLT A UNDER THE SEA AZ;CAMA;jg cama solt a under the sea az;58;58;CAMA
11812;CESTA DE PLASTICO RETANGULAR -DAISO;ORGANIZADOR;cesta de plastico retangular -daiso;215;215;ORGANIZADOR
3912;COLCHA CORTTEX Q MATELA 2.30X2.40 SEVILL;CAMA;colcha corttex q matela 230x240 sevill;58;58;CAMA
4501;CHA MAT MATE REAL LIMAO C/20;CHÁ;cha mat mate real limao com 20;67;67;CHÁ
18267;AGUA SABOR CRYSTAL C/G LIMAO /CAMOM 510ML;ÁGUA MINERAL;agua sabor crystal com g limao camom 510 ml;315;315;ÁGUA MINERAL
8529;LOCAO HIDRATANTE 300ml NIRAJ COLAGENO;HIDRATAÇÃO PARA O CORPO;locao hidratante 300 ml niraj colageno;147;147;HIDRATAÇÃO PARA O CORPO
16459;Forever Liss - Selante Térmico Argan Oil 500 ml;TRANSFORMAÇÃO CABELOS;forever liss - selante trmico argan oil 500 ml;292;292;TRANSFORMAÇÃO CABELOS
10266;DESOD SANIT PRYMA PEDRA 25G C/3;LIMPEZA SANITÁRIA;desod sanit pryma pedra 25 g com 3;180;180;LIMPEZA SANITÁRIA
107;TAPETE BANHEIRO GANDA 50X80 BEGE;ACESSÓRIOS DE BANHO;tapete banheiro ganda 50x80 bege;1;1;ACESSÓRIOS DE BANHO
11278;MEIA CALCA LOBA CLASSI FINA PO ARROZ EG;MEIA;meia calca loba classi fina po arroz eg;196;196;MEIA
3396;BEB MAQ BELMIO CAP ADAGIO ESPRESSO;CAFÉ;beb maq belmio cap adagio espresso;54;54;CAFÉ
